Namespace(cfg_file='config/extractor/train_extractor_pointnet.yml', use_sgd=True, no_cuda=False, eval=False, model_path=None)
Using GPU : 0 from 2 devices
PointNet(
  (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv2): Conv1d(64, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv3): Conv1d(64, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv4): Conv1d(64, 128, kernel_size=(1,), stride=(1,), bias=False)
  (conv5): Conv1d(128, 1024, kernel_size=(1,), stride=(1,), bias=False)
  (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn3): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn4): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (linear1): Linear(in_features=1024, out_features=512, bias=False)
  (bn6): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp1): Dropout(p=0.5, inplace=False)
  (linear2): Linear(in_features=512, out_features=256, bias=True)
  (bn7): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp2): Dropout(p=0.5, inplace=False)
  (linearf): Linear(in_features=256, out_features=40, bias=True)
)
NUMBER OF TRAINABLE PARAMS: 817768
SGD (
Parameter Group 0
    dampening: 0
    differentiable: False
    foreach: None
    initial_lr: 0.1
    lr: 0.1
    maximize: False
    momentum: 0.9
    nesterov: False
    weight_decay: 0.0001
)
Train 0, loss: 3.639866, train acc: 0.095175, train avg acc: 0.040037
Train 13, loss: 3.106697, train acc: 0.236564, train avg acc: 0.118588
Test 13, loss: 2.943404, test acc: 0.268639, test avg acc: 0.176750
Train 14, loss: 3.113289, train acc: 0.242366, train avg acc: 0.118928
Test 14, loss: 3.006442, test acc: 0.188412, test avg acc: 0.124372
Train 15, loss: 3.094225, train acc: 0.244401, train avg acc: 0.124922
Test 15, loss: 3.011367, test acc: 0.254052, test avg acc: 0.163750
Train 16, loss: 3.105839, train acc: 0.239719, train avg acc: 0.119505
Test 16, loss: 2.944322, test acc: 0.249595, test avg acc: 0.169500
Train 17, loss: 3.100560, train acc: 0.242976, train avg acc: 0.119569
Test 17, loss: 2.937755, test acc: 0.301864, test avg acc: 0.211285
Train 18, loss: 3.089351, train acc: 0.248066, train avg acc: 0.126736
Test 18, loss: 2.985032, test acc: 0.230551, test avg acc: 0.155942
Train 19, loss: 3.088535, train acc: 0.245216, train avg acc: 0.124281
Test 19, loss: 3.000669, test acc: 0.224878, test avg acc: 0.150541
Train 20, loss: 3.089464, train acc: 0.245318, train avg acc: 0.125836
Test 20, loss: 2.920321, test acc: 0.260940, test avg acc: 0.161895
Train 21, loss: 3.075115, train acc: 0.256209, train avg acc: 0.128411
Test 21, loss: 2.954588, test acc: 0.256483, test avg acc: 0.167250
Train 22, loss: 3.071164, train acc: 0.255090, train avg acc: 0.128147
Test 22, loss: 2.927528, test acc: 0.267018, test avg acc: 0.179692
Train 23, loss: 3.068059, train acc: 0.256209, train avg acc: 0.130998
Test 23, loss: 2.902475, test acc: 0.287682, test avg acc: 0.186500
Train 24, loss: 3.071192, train acc: 0.257533, train avg acc: 0.129670
Test 24, loss: 2.919912, test acc: 0.303485, test avg acc: 0.220430
Train 25, loss: 3.075631, train acc: 0.253156, train avg acc: 0.129923
Test 25, loss: 2.966883, test acc: 0.250810, test avg acc: 0.177320
Train 26, loss: 3.073088, train acc: 0.259874, train avg acc: 0.133124
Test 26, loss: 2.889169, test acc: 0.267828, test avg acc: 0.172500
Train 27, loss: 3.064733, train acc: 0.264047, train avg acc: 0.136511
Test 27, loss: 2.929753, test acc: 0.254052, test avg acc: 0.173913
Train 28, loss: 3.069332, train acc: 0.251018, train avg acc: 0.127763
Test 28, loss: 2.990459, test acc: 0.254457, test avg acc: 0.165000
Train 29, loss: 3.068144, train acc: 0.258550, train avg acc: 0.131063
Test 29, loss: 3.075546, test acc: 0.200972, test avg acc: 0.126041
Train 30, loss: 3.066690, train acc: 0.254988, train avg acc: 0.130714
Test 30, loss: 2.926926, test acc: 0.279173, test avg acc: 0.195494
Train 31, loss: 3.059133, train acc: 0.258347, train avg acc: 0.134096
Test 31, loss: 3.060730, test acc: 0.221637, test avg acc: 0.159953
Train 32, loss: 3.059799, train acc: 0.260077, train avg acc: 0.133564
Test 32, loss: 2.971128, test acc: 0.253241, test avg acc: 0.184250
Train 33, loss: 3.063775, train acc: 0.258550, train avg acc: 0.133855
Test 33, loss: 2.934776, test acc: 0.273906, test avg acc: 0.180907
Train 34, loss: 3.046229, train acc: 0.266897, train avg acc: 0.139444
Test 34, loss: 2.914212, test acc: 0.279173, test avg acc: 0.195198
Train 35, loss: 3.057415, train acc: 0.262622, train avg acc: 0.135460
Test 35, loss: 2.882201, test acc: 0.301459, test avg acc: 0.202610
Train 36, loss: 3.054763, train acc: 0.260383, train avg acc: 0.131839
Test 36, loss: 2.945476, test acc: 0.237844, test avg acc: 0.160000
Train 37, loss: 3.059608, train acc: 0.258449, train avg acc: 0.134601
Test 37, loss: 2.901595, test acc: 0.261345, test avg acc: 0.162453
Train 38, loss: 3.051267, train acc: 0.260281, train avg acc: 0.133127
Test 38, loss: 2.900999, test acc: 0.265397, test avg acc: 0.185953
Train 39, loss: 3.050143, train acc: 0.265269, train avg acc: 0.140304
Test 39, loss: 2.910154, test acc: 0.247164, test avg acc: 0.153802
Train 40, loss: 3.045001, train acc: 0.262113, train avg acc: 0.132816
Test 40, loss: 2.900970, test acc: 0.262561, test avg acc: 0.173262
Train 41, loss: 3.054356, train acc: 0.261502, train avg acc: 0.135813
Test 41, loss: 2.958736, test acc: 0.237034, test avg acc: 0.167250
Train 42, loss: 3.050578, train acc: 0.262113, train avg acc: 0.134346
Test 42, loss: 2.944610, test acc: 0.274311, test avg acc: 0.180250
Train 43, loss: 3.053101, train acc: 0.264353, train avg acc: 0.138392
Test 43, loss: 3.025017, test acc: 0.255673, test avg acc: 0.173750
Train 44, loss: 3.047539, train acc: 0.263436, train avg acc: 0.133096
Test 44, loss: 2.953871, test acc: 0.245948, test avg acc: 0.158076
Train 45, loss: 3.049579, train acc: 0.260077, train avg acc: 0.132120
Test 45, loss: 2.961403, test acc: 0.264587, test avg acc: 0.177250
Train 46, loss: 3.045119, train acc: 0.267610, train avg acc: 0.136387
Test 46, loss: 2.956195, test acc: 0.286872, test avg acc: 0.192529
Train 47, loss: 3.036109, train acc: 0.271987, train avg acc: 0.142719
Test 47, loss: 2.931847, test acc: 0.269044, test avg acc: 0.187250
Train 48, loss: 3.033902, train acc: 0.270969, train avg acc: 0.140149
Test 48, loss: 2.914098, test acc: 0.266207, test avg acc: 0.183715
Train 49, loss: 3.042390, train acc: 0.266083, train avg acc: 0.136000
Test 49, loss: 2.912129, test acc: 0.297812, test avg acc: 0.209012
Train 50, loss: 3.034569, train acc: 0.266796, train avg acc: 0.137708
Test 50, loss: 2.873870, test acc: 0.269449, test avg acc: 0.187250
Train 51, loss: 3.049519, train acc: 0.266388, train avg acc: 0.140055
Test 51, loss: 2.898841, test acc: 0.294976, test avg acc: 0.201244
Train 52, loss: 3.024000, train acc: 0.273412, train avg acc: 0.142634
Test 52, loss: 2.961951, test acc: 0.256078, test avg acc: 0.162000
Train 53, loss: 3.027479, train acc: 0.271682, train avg acc: 0.138464
Test 53, loss: 2.958052, test acc: 0.243112, test avg acc: 0.160000
Train 54, loss: 3.028847, train acc: 0.269544, train avg acc: 0.138385
Test 54, loss: 2.947553, test acc: 0.271070, test avg acc: 0.176250
Train 55, loss: 3.036709, train acc: 0.269748, train avg acc: 0.140242
Test 55, loss: 2.933639, test acc: 0.289303, test avg acc: 0.199738
Train 56, loss: 3.025699, train acc: 0.271376, train avg acc: 0.140315
Test 56, loss: 2.853614, test acc: 0.340762, test avg acc: 0.230331
Train 57, loss: 3.030718, train acc: 0.274023, train avg acc: 0.141971
Test 57, loss: 2.940195, test acc: 0.277147, test avg acc: 0.193820
Train 58, loss: 3.019220, train acc: 0.272700, train avg acc: 0.137988
Test 58, loss: 2.876011, test acc: 0.315235, test avg acc: 0.218663
Train 59, loss: 3.029485, train acc: 0.267610, train avg acc: 0.136229
Test 59, loss: 2.935806, test acc: 0.293760, test avg acc: 0.191000
Train 60, loss: 3.023746, train acc: 0.279316, train avg acc: 0.145253
Test 60, loss: 2.998960, test acc: 0.249595, test avg acc: 0.179000
Train 61, loss: 3.027673, train acc: 0.271580, train avg acc: 0.143219
Test 61, loss: 3.086630, test acc: 0.222447, test avg acc: 0.139250
Train 62, loss: 3.023773, train acc: 0.273107, train avg acc: 0.142899
Test 62, loss: 2.900719, test acc: 0.250810, test avg acc: 0.165442
Train 63, loss: 3.024405, train acc: 0.272598, train avg acc: 0.140208
Test 63, loss: 2.990051, test acc: 0.256483, test avg acc: 0.177291
Train 64, loss: 3.022312, train acc: 0.275041, train avg acc: 0.142291
Test 64, loss: 2.928548, test acc: 0.263371, test avg acc: 0.168541
Train 65, loss: 3.012930, train acc: 0.276262, train avg acc: 0.141797
Test 65, loss: 2.886356, test acc: 0.285251, test avg acc: 0.196203
Train 66, loss: 3.022341, train acc: 0.279011, train avg acc: 0.145527
Test 66, loss: 2.858580, test acc: 0.294571, test avg acc: 0.201035
Train 67, loss: 3.024777, train acc: 0.270664, train avg acc: 0.140596
Test 67, loss: 3.056487, test acc: 0.224878, test avg acc: 0.161750
Train 68, loss: 3.023896, train acc: 0.272496, train avg acc: 0.140445
Test 68, loss: 2.935066, test acc: 0.266613, test avg acc: 0.174802
Train 69, loss: 3.018042, train acc: 0.274023, train avg acc: 0.145101
Test 69, loss: 2.898392, test acc: 0.273501, test avg acc: 0.186250
Train 70, loss: 3.023390, train acc: 0.271783, train avg acc: 0.143044
Test 70, loss: 2.893220, test acc: 0.272285, test avg acc: 0.201390
Train 71, loss: 3.008577, train acc: 0.278705, train avg acc: 0.147370
Test 71, loss: 2.867951, test acc: 0.320502, test avg acc: 0.229831
Train 72, loss: 3.007319, train acc: 0.280334, train avg acc: 0.147055
Test 72, loss: 2.836194, test acc: 0.311183, test avg acc: 0.210703
Train 73, loss: 3.017092, train acc: 0.276262, train avg acc: 0.145786
Test 73, loss: 3.011825, test acc: 0.285251, test avg acc: 0.200448
Train 74, loss: 3.004140, train acc: 0.273819, train avg acc: 0.142808
Test 74, loss: 2.944105, test acc: 0.275527, test avg acc: 0.206000
Train 75, loss: 3.008233, train acc: 0.277891, train avg acc: 0.144705
Test 75, loss: 2.938706, test acc: 0.255267, test avg acc: 0.162500
Train 76, loss: 3.006632, train acc: 0.275041, train avg acc: 0.142217
Test 76, loss: 2.872169, test acc: 0.282415, test avg acc: 0.190494
Train 77, loss: 3.000914, train acc: 0.282268, train avg acc: 0.148573
Test 77, loss: 2.844980, test acc: 0.335089, test avg acc: 0.227256
Train 78, loss: 2.992079, train acc: 0.282268, train avg acc: 0.148937
Test 78, loss: 2.868382, test acc: 0.293760, test avg acc: 0.200041
Train 79, loss: 2.991283, train acc: 0.285322, train avg acc: 0.150208
Test 79, loss: 2.850815, test acc: 0.329011, test avg acc: 0.217279
Train 80, loss: 2.999491, train acc: 0.284100, train avg acc: 0.150307
Test 80, loss: 2.879514, test acc: 0.303485, test avg acc: 0.233291
Train 81, loss: 2.992194, train acc: 0.284711, train avg acc: 0.149844
Test 81, loss: 2.819401, test acc: 0.303079, test avg acc: 0.226250
Train 82, loss: 2.994284, train acc: 0.288579, train avg acc: 0.157607
Test 82, loss: 2.812359, test acc: 0.297407, test avg acc: 0.213703
Train 83, loss: 2.979160, train acc: 0.289292, train avg acc: 0.159273
Test 83, loss: 2.822153, test acc: 0.302269, test avg acc: 0.232360
Train 84, loss: 2.994884, train acc: 0.286645, train avg acc: 0.153206
Test 84, loss: 2.828058, test acc: 0.274311, test avg acc: 0.210634
Train 85, loss: 2.971107, train acc: 0.294686, train avg acc: 0.156159
Test 85, loss: 3.052874, test acc: 0.204214, test avg acc: 0.136000
Train 86, loss: 2.975504, train acc: 0.290411, train avg acc: 0.159648
Test 86, loss: 2.810199, test acc: 0.317666, test avg acc: 0.219366
Train 87, loss: 2.972435, train acc: 0.297537, train avg acc: 0.162123
Test 87, loss: 2.820281, test acc: 0.319287, test avg acc: 0.215866
Train 88, loss: 2.982995, train acc: 0.286645, train avg acc: 0.154712
Test 88, loss: 2.873117, test acc: 0.308347, test avg acc: 0.243901
Train 89, loss: 2.973975, train acc: 0.286136, train avg acc: 0.157841
Test 89, loss: 2.822511, test acc: 0.326175, test avg acc: 0.252331
Train 90, loss: 2.981085, train acc: 0.289495, train avg acc: 0.154559
Test 90, loss: 2.857391, test acc: 0.275527, test avg acc: 0.202576
Train 91, loss: 2.963883, train acc: 0.296112, train avg acc: 0.163192
Test 91, loss: 2.823985, test acc: 0.321718, test avg acc: 0.259163
Train 92, loss: 2.969822, train acc: 0.291327, train avg acc: 0.157830
Test 92, loss: 2.833054, test acc: 0.345624, test avg acc: 0.270209
Train 93, loss: 2.963331, train acc: 0.297129, train avg acc: 0.161518
Test 93, loss: 2.826222, test acc: 0.325365, test avg acc: 0.237169
Train 94, loss: 2.969832, train acc: 0.292752, train avg acc: 0.158172
Test 94, loss: 2.796163, test acc: 0.334279, test avg acc: 0.230581
Train 95, loss: 2.966923, train acc: 0.292651, train avg acc: 0.159321
Test 95, loss: 2.866793, test acc: 0.295381, test avg acc: 0.206041
Train 96, loss: 2.938661, train acc: 0.303848, train avg acc: 0.166060
Test 96, loss: 2.832403, test acc: 0.296596, test avg acc: 0.204244
Train 97, loss: 2.959012, train acc: 0.292854, train avg acc: 0.160416
Test 97, loss: 2.777640, test acc: 0.330632, test avg acc: 0.239994
Train 98, loss: 2.957657, train acc: 0.296010, train avg acc: 0.163791
Test 98, loss: 2.781190, test acc: 0.335089, test avg acc: 0.255163
Train 99, loss: 2.951502, train acc: 0.295297, train avg acc: 0.163704
Test 99, loss: 2.850827, test acc: 0.289708, test avg acc: 0.211901
Train 100, loss: 2.946667, train acc: 0.299471, train avg acc: 0.164784
Test 100, loss: 2.827045, test acc: 0.332253, test avg acc: 0.224831
Train 101, loss: 2.943403, train acc: 0.309548, train avg acc: 0.175551
Test 101, loss: 2.778444, test acc: 0.350081, test avg acc: 0.258930
Train 102, loss: 2.961532, train acc: 0.297028, train avg acc: 0.166934
Test 102, loss: 2.858465, test acc: 0.334684, test avg acc: 0.244151
Train 103, loss: 2.953357, train acc: 0.298962, train avg acc: 0.164543
Test 103, loss: 2.827046, test acc: 0.312399, test avg acc: 0.217767
Train 104, loss: 2.951963, train acc: 0.297638, train avg acc: 0.163222
Test 104, loss: 2.900585, test acc: 0.256483, test avg acc: 0.172616
Train 105, loss: 2.944961, train acc: 0.307716, train avg acc: 0.173553
Test 105, loss: 2.946826, test acc: 0.308347, test avg acc: 0.233331
Train 106, loss: 2.949430, train acc: 0.300387, train avg acc: 0.166321
Test 106, loss: 2.803439, test acc: 0.321718, test avg acc: 0.247860
Train 107, loss: 2.938624, train acc: 0.301812, train avg acc: 0.165532
Test 107, loss: 2.898904, test acc: 0.286467, test avg acc: 0.194238
Train 108, loss: 2.931192, train acc: 0.310770, train avg acc: 0.178746
Test 108, loss: 2.832636, test acc: 0.297002, test avg acc: 0.195913
Train 109, loss: 2.935566, train acc: 0.301303, train avg acc: 0.169127
Test 109, loss: 2.726284, test acc: 0.348055, test avg acc: 0.270773
Train 110, loss: 2.930993, train acc: 0.310668, train avg acc: 0.174223
Test 110, loss: 2.865246, test acc: 0.316856, test avg acc: 0.213029
Train 111, loss: 2.930409, train acc: 0.310668, train avg acc: 0.183420
Test 111, loss: 2.832011, test acc: 0.331037, test avg acc: 0.242634
Train 112, loss: 2.933643, train acc: 0.303339, train avg acc: 0.170338
Test 112, loss: 2.837758, test acc: 0.336305, test avg acc: 0.250209
Train 113, loss: 2.933379, train acc: 0.306800, train avg acc: 0.175149
Test 113, loss: 2.912148, test acc: 0.264587, test avg acc: 0.176785
Train 114, loss: 2.924931, train acc: 0.307105, train avg acc: 0.168804
Test 114, loss: 2.870999, test acc: 0.294976, test avg acc: 0.203285
Train 115, loss: 2.932316, train acc: 0.308021, train avg acc: 0.179619
Test 115, loss: 2.743223, test acc: 0.378039, test avg acc: 0.293657
Train 116, loss: 2.919270, train acc: 0.311584, train avg acc: 0.179480
Test 116, loss: 2.780889, test acc: 0.332253, test avg acc: 0.255872
Train 117, loss: 2.923869, train acc: 0.301507, train avg acc: 0.168821
Test 117, loss: 2.767808, test acc: 0.353323, test avg acc: 0.273180
Train 118, loss: 2.913334, train acc: 0.309752, train avg acc: 0.176358
Test 118, loss: 2.847897, test acc: 0.283225, test avg acc: 0.199238
Train 119, loss: 2.918588, train acc: 0.307309, train avg acc: 0.178493
Test 119, loss: 2.765573, test acc: 0.394246, test avg acc: 0.291140
Train 120, loss: 2.920660, train acc: 0.308123, train avg acc: 0.173998
Test 120, loss: 2.772734, test acc: 0.375203, test avg acc: 0.272547
Train 121, loss: 2.916265, train acc: 0.314129, train avg acc: 0.180496
Test 121, loss: 2.800779, test acc: 0.344408, test avg acc: 0.248355
Train 122, loss: 2.912728, train acc: 0.316063, train avg acc: 0.185031
Test 122, loss: 2.776011, test acc: 0.306726, test avg acc: 0.239233
Train 123, loss: 2.903814, train acc: 0.321967, train avg acc: 0.184800
Test 123, loss: 2.771505, test acc: 0.338736, test avg acc: 0.249140
Train 124, loss: 2.912878, train acc: 0.318200, train avg acc: 0.183158
Test 124, loss: 2.789603, test acc: 0.370340, test avg acc: 0.274320
Train 125, loss: 2.907882, train acc: 0.317488, train avg acc: 0.185470
Test 125, loss: 2.747744, test acc: 0.355348, test avg acc: 0.265227
Train 126, loss: 2.903459, train acc: 0.318404, train avg acc: 0.184009
Test 126, loss: 2.868135, test acc: 0.307536, test avg acc: 0.218320
Train 127, loss: 2.900708, train acc: 0.318200, train avg acc: 0.184431
Test 127, loss: 2.771040, test acc: 0.320502, test avg acc: 0.248459
Train 128, loss: 2.901657, train acc: 0.316470, train avg acc: 0.181971
Test 128, loss: 2.775618, test acc: 0.354133, test avg acc: 0.281372
Train 129, loss: 2.899220, train acc: 0.317590, train avg acc: 0.181546
Test 129, loss: 2.790646, test acc: 0.329417, test avg acc: 0.246552
Train 130, loss: 2.897304, train acc: 0.321254, train avg acc: 0.188635
Test 130, loss: 2.838317, test acc: 0.322123, test avg acc: 0.221012
Train 131, loss: 2.899139, train acc: 0.318607, train avg acc: 0.187047
Test 131, loss: 2.752524, test acc: 0.342382, test avg acc: 0.264674
Train 132, loss: 2.901424, train acc: 0.317284, train avg acc: 0.185988
Test 132, loss: 2.694887, test acc: 0.365073, test avg acc: 0.284930
Train 133, loss: 2.888890, train acc: 0.323697, train avg acc: 0.190933
Test 133, loss: 2.740935, test acc: 0.362237, test avg acc: 0.284267
Train 134, loss: 2.889103, train acc: 0.319931, train avg acc: 0.185442
Test 134, loss: 2.738780, test acc: 0.349271, test avg acc: 0.268122
Train 135, loss: 2.884474, train acc: 0.322272, train avg acc: 0.192437
Test 135, loss: 2.758763, test acc: 0.348055, test avg acc: 0.272657
Train 136, loss: 2.884526, train acc: 0.323392, train avg acc: 0.188797
Test 136, loss: 2.859742, test acc: 0.304295, test avg acc: 0.235808
Train 137, loss: 2.887296, train acc: 0.322883, train avg acc: 0.185745
Test 137, loss: 2.757873, test acc: 0.349676, test avg acc: 0.253860
Train 138, loss: 2.873483, train acc: 0.329499, train avg acc: 0.198790
Test 138, loss: 2.704783, test acc: 0.380065, test avg acc: 0.305709
Train 139, loss: 2.877856, train acc: 0.329194, train avg acc: 0.197855
Test 139, loss: 2.814153, test acc: 0.327391, test avg acc: 0.257907
Train 140, loss: 2.883844, train acc: 0.327463, train avg acc: 0.193911
Test 140, loss: 2.706297, test acc: 0.361831, test avg acc: 0.291122
Train 141, loss: 2.887317, train acc: 0.325326, train avg acc: 0.191106
Test 141, loss: 2.719195, test acc: 0.354133, test avg acc: 0.286192
Train 142, loss: 2.868712, train acc: 0.330212, train avg acc: 0.197629
Test 142, loss: 2.712834, test acc: 0.371961, test avg acc: 0.281250
Train 143, loss: 2.872513, train acc: 0.328583, train avg acc: 0.195737
Test 143, loss: 2.741775, test acc: 0.326175, test avg acc: 0.260570
Train 144, loss: 2.871740, train acc: 0.329194, train avg acc: 0.194320
Test 144, loss: 2.735775, test acc: 0.366694, test avg acc: 0.295262
Train 145, loss: 2.880897, train acc: 0.324002, train avg acc: 0.192875
Test 145, loss: 2.798370, test acc: 0.348460, test avg acc: 0.292360
Train 146, loss: 2.860652, train acc: 0.332757, train avg acc: 0.205741
Test 146, loss: 2.741738, test acc: 0.362642, test avg acc: 0.278721
Train 147, loss: 2.860324, train acc: 0.342936, train avg acc: 0.210419
Test 147, loss: 2.718347, test acc: 0.355754, test avg acc: 0.284163
Train 148, loss: 2.866880, train acc: 0.334589, train avg acc: 0.199117
Test 148, loss: 2.745516, test acc: 0.349676, test avg acc: 0.273686
Train 149, loss: 2.849471, train acc: 0.341103, train avg acc: 0.206811
Test 149, loss: 2.769259, test acc: 0.327391, test avg acc: 0.267099
Train 150, loss: 2.855728, train acc: 0.332960, train avg acc: 0.196657
Test 150, loss: 2.676581, test acc: 0.393841, test avg acc: 0.314378
Train 151, loss: 2.852675, train acc: 0.340696, train avg acc: 0.207893
Test 151, loss: 2.774680, test acc: 0.309562, test avg acc: 0.233360
Train 152, loss: 2.849566, train acc: 0.338762, train avg acc: 0.204085
Test 152, loss: 2.673248, test acc: 0.397488, test avg acc: 0.316860
Train 153, loss: 2.848934, train acc: 0.331637, train avg acc: 0.197313
Test 153, loss: 2.723963, test acc: 0.408023, test avg acc: 0.324785
Train 154, loss: 2.840679, train acc: 0.340900, train avg acc: 0.210177
Test 154, loss: 2.675322, test acc: 0.382496, test avg acc: 0.314657
Train 155, loss: 2.837400, train acc: 0.346906, train avg acc: 0.211907
Test 155, loss: 2.675219, test acc: 0.380470, test avg acc: 0.304837
Train 156, loss: 2.839351, train acc: 0.340086, train avg acc: 0.209145
Test 156, loss: 2.717574, test acc: 0.385737, test avg acc: 0.291419
Train 157, loss: 2.843600, train acc: 0.344870, train avg acc: 0.209916
Test 157, loss: 2.684968, test acc: 0.369125, test avg acc: 0.299738
Train 158, loss: 2.842338, train acc: 0.336930, train avg acc: 0.204531
Test 158, loss: 2.639282, test acc: 0.412885, test avg acc: 0.326785
Train 159, loss: 2.840431, train acc: 0.343037, train avg acc: 0.213280
Test 159, loss: 2.688627, test acc: 0.373987, test avg acc: 0.312244
Train 160, loss: 2.841858, train acc: 0.343546, train avg acc: 0.209115
Test 160, loss: 2.721840, test acc: 0.350891, test avg acc: 0.267302
Train 161, loss: 2.827405, train acc: 0.348636, train avg acc: 0.216468
Test 161, loss: 2.658620, test acc: 0.385737, test avg acc: 0.318378
Train 162, loss: 2.838029, train acc: 0.345786, train avg acc: 0.213562
Test 162, loss: 2.649525, test acc: 0.409238, test avg acc: 0.334942
Train 163, loss: 2.817363, train acc: 0.354743, train avg acc: 0.220651
Test 163, loss: 2.687428, test acc: 0.393436, test avg acc: 0.322669
Train 164, loss: 2.827251, train acc: 0.350977, train avg acc: 0.217484
Test 164, loss: 2.670752, test acc: 0.382901, test avg acc: 0.307279
Train 165, loss: 2.837850, train acc: 0.351384, train avg acc: 0.220801
Test 165, loss: 2.691943, test acc: 0.378849, test avg acc: 0.302645
Train 166, loss: 2.827706, train acc: 0.347923, train avg acc: 0.215635
Test 166, loss: 2.661856, test acc: 0.388574, test avg acc: 0.306291
Train 167, loss: 2.825488, train acc: 0.349247, train avg acc: 0.217734
Test 167, loss: 2.633513, test acc: 0.402350, test avg acc: 0.321006
Train 168, loss: 2.820066, train acc: 0.353013, train avg acc: 0.220520
Test 168, loss: 2.631241, test acc: 0.403971, test avg acc: 0.335802
Train 169, loss: 2.814001, train acc: 0.356067, train avg acc: 0.223579
