Namespace(cfg_file='config/extractor/train_extractor_dgcnn.yml', use_sgd=True, no_cuda=False, eval=False, model_path=None)
Using GPU : 0 from 2 devices
DGCNN_ORIG(
  (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn4): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv1): Sequential(
    (0): Conv2d(6, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
    (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2)
  )
  (conv2): Sequential(
    (0): Conv2d(128, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
    (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2)
  )
  (conv3): Sequential(
    (0): Conv2d(128, 128, kernel_size=(1, 1), stride=(1, 1), bias=False)
    (1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2)
  )
  (conv4): Sequential(
    (0): Conv2d(256, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
    (1): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2)
  )
  (conv5): Sequential(
    (0): Conv1d(512, 1024, kernel_size=(1,), stride=(1,), bias=False)
    (1): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): LeakyReLU(negative_slope=0.2)
  )
  (linear1): Linear(in_features=2048, out_features=512, bias=False)
  (bn6): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp1): Dropout(p=0.5, inplace=False)
  (linear2): Linear(in_features=512, out_features=256, bias=True)
  (bn7): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp2): Dropout(p=0.5, inplace=False)
  (linear3): Linear(in_features=256, out_features=40, bias=True)
)
NUMBER OF TRAINABLE PARAMS: 1809576
SGD (
Parameter Group 0
    dampening: 0
    differentiable: False
    foreach: None
    initial_lr: 0.1
    lr: 0.1
    maximize: False
    momentum: 0.9
    nesterov: False
    weight_decay: 0.0001
)
Train 0, loss: 3.512710, train acc: 0.149125, train avg acc: 0.071139
Train 19, loss: 2.387456, train acc: 0.534609, train avg acc: 0.402623
Test 19, loss: 2.261590, test acc: 0.575365, test avg acc: 0.503140
Train 20, loss: 2.371406, train acc: 0.542651, train avg acc: 0.411463
Test 20, loss: 2.335961, test acc: 0.512156, test avg acc: 0.422070
Train 21, loss: 2.357867, train acc: 0.552117, train avg acc: 0.417282
Test 21, loss: 2.293179, test acc: 0.578606, test avg acc: 0.513279
Train 22, loss: 2.357802, train acc: 0.548758, train avg acc: 0.414740
Test 22, loss: 2.376615, test acc: 0.538898, test avg acc: 0.485413
Train 23, loss: 2.353396, train acc: 0.557818, train avg acc: 0.427506
Test 23, loss: 2.245648, test acc: 0.596840, test avg acc: 0.515663
Train 24, loss: 2.323504, train acc: 0.567895, train avg acc: 0.438600
Test 24, loss: 2.293964, test acc: 0.549028, test avg acc: 0.455610
Train 25, loss: 2.314723, train acc: 0.564434, train avg acc: 0.434755
Test 25, loss: 2.227318, test acc: 0.579417, test avg acc: 0.458814
Train 26, loss: 2.298981, train acc: 0.578685, train avg acc: 0.448815
Test 26, loss: 2.162262, test acc: 0.603323, test avg acc: 0.510064
Train 27, loss: 2.294509, train acc: 0.582655, train avg acc: 0.456009
Test 27, loss: 2.185573, test acc: 0.612642, test avg acc: 0.491581
Train 28, loss: 2.287503, train acc: 0.580212, train avg acc: 0.453807
Test 28, loss: 2.158515, test acc: 0.608185, test avg acc: 0.523610
Train 29, loss: 2.269988, train acc: 0.590187, train avg acc: 0.462604
Test 29, loss: 2.136478, test acc: 0.636953, test avg acc: 0.545355
Train 30, loss: 2.279025, train acc: 0.594564, train avg acc: 0.466938
Test 30, loss: 2.133961, test acc: 0.630065, test avg acc: 0.560320
Train 31, loss: 2.255717, train acc: 0.594463, train avg acc: 0.467770
Test 31, loss: 2.163542, test acc: 0.606564, test avg acc: 0.531576
Train 32, loss: 2.258222, train acc: 0.603013, train avg acc: 0.481847
Test 32, loss: 2.131128, test acc: 0.645057, test avg acc: 0.557942
Train 33, loss: 2.253026, train acc: 0.598127, train avg acc: 0.477119
Test 33, loss: 2.172223, test acc: 0.606159, test avg acc: 0.535779
Train 34, loss: 2.242913, train acc: 0.603624, train avg acc: 0.481114
Test 34, loss: 2.033254, test acc: 0.688006, test avg acc: 0.605000
Train 35, loss: 2.235799, train acc: 0.610647, train avg acc: 0.486506
Test 35, loss: 2.164955, test acc: 0.625203, test avg acc: 0.529797
Train 36, loss: 2.230420, train acc: 0.615737, train avg acc: 0.490753
Test 36, loss: 2.143323, test acc: 0.641815, test avg acc: 0.572512
Train 37, loss: 2.225531, train acc: 0.613905, train avg acc: 0.498372
Test 37, loss: 2.218697, test acc: 0.605754, test avg acc: 0.527622
Train 38, loss: 2.224591, train acc: 0.623066, train avg acc: 0.502978
Test 38, loss: 2.079289, test acc: 0.653160, test avg acc: 0.572244
Train 39, loss: 2.199035, train acc: 0.628359, train avg acc: 0.514473
Test 39, loss: 2.181307, test acc: 0.629254, test avg acc: 0.538093
Train 40, loss: 2.207732, train acc: 0.617773, train avg acc: 0.501083
Test 40, loss: 2.094157, test acc: 0.671799, test avg acc: 0.582808
Train 41, loss: 2.201247, train acc: 0.633347, train avg acc: 0.513791
Test 41, loss: 2.023597, test acc: 0.702998, test avg acc: 0.640948
Train 42, loss: 2.189396, train acc: 0.632329, train avg acc: 0.515949
Test 42, loss: 2.219339, test acc: 0.590357, test avg acc: 0.525535
Train 43, loss: 2.189504, train acc: 0.635281, train avg acc: 0.516189
Test 43, loss: 2.086597, test acc: 0.675446, test avg acc: 0.599756
Train 44, loss: 2.175072, train acc: 0.639963, train avg acc: 0.522627
Test 44, loss: 2.143426, test acc: 0.632496, test avg acc: 0.573233
Train 45, loss: 2.170053, train acc: 0.638742, train avg acc: 0.525613
Test 45, loss: 2.019041, test acc: 0.703809, test avg acc: 0.632308
Train 46, loss: 2.173633, train acc: 0.646071, train avg acc: 0.531537
Test 46, loss: 2.082267, test acc: 0.666937, test avg acc: 0.578285
Train 47, loss: 2.162049, train acc: 0.649430, train avg acc: 0.537094
Test 47, loss: 2.110761, test acc: 0.658428, test avg acc: 0.586913
Train 48, loss: 2.165379, train acc: 0.640574, train avg acc: 0.524352
Test 48, loss: 2.079335, test acc: 0.669368, test avg acc: 0.599163
Train 49, loss: 2.147445, train acc: 0.653807, train avg acc: 0.536594
Test 49, loss: 2.135531, test acc: 0.649514, test avg acc: 0.563267
Train 50, loss: 2.150868, train acc: 0.649226, train avg acc: 0.536126
Test 50, loss: 1.970414, test acc: 0.705835, test avg acc: 0.626733
Train 51, loss: 2.131981, train acc: 0.654418, train avg acc: 0.544942
Test 51, loss: 1.961648, test acc: 0.720827, test avg acc: 0.631465
Train 52, loss: 2.139676, train acc: 0.655639, train avg acc: 0.542271
Test 52, loss: 2.013811, test acc: 0.707861, test avg acc: 0.607808
Train 53, loss: 2.143414, train acc: 0.653603, train avg acc: 0.543743
Test 53, loss: 2.018825, test acc: 0.692058, test avg acc: 0.609808
Train 54, loss: 2.130618, train acc: 0.659507, train avg acc: 0.550717
Test 54, loss: 2.014337, test acc: 0.713938, test avg acc: 0.598134
Train 55, loss: 2.122758, train acc: 0.663986, train avg acc: 0.554271
Test 55, loss: 1.981620, test acc: 0.711102, test avg acc: 0.609233
Train 56, loss: 2.118597, train acc: 0.663172, train avg acc: 0.548271
Test 56, loss: 1.937334, test acc: 0.741086, test avg acc: 0.648564
Train 57, loss: 2.120673, train acc: 0.662357, train avg acc: 0.551427
Test 57, loss: 2.051335, test acc: 0.688006, test avg acc: 0.598855
Train 58, loss: 2.109197, train acc: 0.672333, train avg acc: 0.565286
Test 58, loss: 2.229671, test acc: 0.589951, test avg acc: 0.532465
Train 59, loss: 2.112912, train acc: 0.667345, train avg acc: 0.555566
Test 59, loss: 1.930392, test acc: 0.733793, test avg acc: 0.641047
Train 60, loss: 2.103501, train acc: 0.675896, train avg acc: 0.567618
Test 60, loss: 2.014381, test acc: 0.691653, test avg acc: 0.604087
Train 61, loss: 2.106041, train acc: 0.671315, train avg acc: 0.567807
Test 61, loss: 2.061367, test acc: 0.678282, test avg acc: 0.593203
Train 62, loss: 2.090052, train acc: 0.674572, train avg acc: 0.565797
Test 62, loss: 1.957430, test acc: 0.714344, test avg acc: 0.631576
Train 63, loss: 2.089677, train acc: 0.685464, train avg acc: 0.579879
Test 63, loss: 1.951911, test acc: 0.730956, test avg acc: 0.652890
Train 64, loss: 2.089514, train acc: 0.676812, train avg acc: 0.568740
Test 64, loss: 2.004243, test acc: 0.695300, test avg acc: 0.630936
Train 65, loss: 2.075751, train acc: 0.688213, train avg acc: 0.587183
Test 65, loss: 1.961106, test acc: 0.725689, test avg acc: 0.646628
Train 66, loss: 2.080106, train acc: 0.681291, train avg acc: 0.574764
Test 66, loss: 2.038790, test acc: 0.691653, test avg acc: 0.625337
Train 67, loss: 2.072752, train acc: 0.687602, train avg acc: 0.583262
Test 67, loss: 1.973412, test acc: 0.707050, test avg acc: 0.628308
Train 68, loss: 2.079202, train acc: 0.685770, train avg acc: 0.584721
Test 68, loss: 1.951949, test acc: 0.732577, test avg acc: 0.657558
Train 69, loss: 2.068523, train acc: 0.686279, train avg acc: 0.583390
Test 69, loss: 1.878938, test acc: 0.768233, test avg acc: 0.714494
Train 70, loss: 2.069392, train acc: 0.688823, train avg acc: 0.589706
Test 70, loss: 1.906719, test acc: 0.747974, test avg acc: 0.654366
Train 71, loss: 2.054094, train acc: 0.697068, train avg acc: 0.595253
Test 71, loss: 2.055424, test acc: 0.686791, test avg acc: 0.594023
Train 72, loss: 2.062872, train acc: 0.689943, train avg acc: 0.587541
Test 72, loss: 1.900549, test acc: 0.754052, test avg acc: 0.647738
Train 73, loss: 2.040135, train acc: 0.709691, train avg acc: 0.609775
Test 73, loss: 1.949806, test acc: 0.707861, test avg acc: 0.614273
Train 74, loss: 2.053473, train acc: 0.697272, train avg acc: 0.592276
Test 74, loss: 1.942534, test acc: 0.748784, test avg acc: 0.666413
Train 75, loss: 2.047123, train acc: 0.700224, train avg acc: 0.601293
Test 75, loss: 2.035549, test acc: 0.685575, test avg acc: 0.626145
Train 76, loss: 2.045678, train acc: 0.699817, train avg acc: 0.600134
Test 76, loss: 1.907590, test acc: 0.760940, test avg acc: 0.690326
Train 77, loss: 2.043934, train acc: 0.697577, train avg acc: 0.592559
Test 77, loss: 1.936340, test acc: 0.734603, test avg acc: 0.654977
Train 78, loss: 2.042045, train acc: 0.700936, train avg acc: 0.599606
Test 78, loss: 1.995953, test acc: 0.688006, test avg acc: 0.614238
Train 79, loss: 2.030144, train acc: 0.707553, train avg acc: 0.607264
Test 79, loss: 1.891997, test acc: 0.750000, test avg acc: 0.674878
Train 80, loss: 2.029716, train acc: 0.702158, train avg acc: 0.602917
Test 80, loss: 1.925203, test acc: 0.747569, test avg acc: 0.652105
Train 81, loss: 2.037510, train acc: 0.703583, train avg acc: 0.604905
Test 81, loss: 1.919804, test acc: 0.735413, test avg acc: 0.637605
Train 82, loss: 2.028849, train acc: 0.706840, train avg acc: 0.607925
Test 82, loss: 1.850261, test acc: 0.762561, test avg acc: 0.697227
Train 83, loss: 2.032530, train acc: 0.705517, train avg acc: 0.607108
Test 83, loss: 1.912689, test acc: 0.751216, test avg acc: 0.685477
Train 84, loss: 2.014550, train acc: 0.716511, train avg acc: 0.618427
Test 84, loss: 1.853074, test acc: 0.772690, test avg acc: 0.708035
Train 85, loss: 2.011252, train acc: 0.717020, train avg acc: 0.619738
Test 85, loss: 1.911603, test acc: 0.751216, test avg acc: 0.670215
Train 86, loss: 2.006495, train acc: 0.719259, train avg acc: 0.628360
Test 86, loss: 1.908104, test acc: 0.765397, test avg acc: 0.689093
Train 87, loss: 2.010103, train acc: 0.718445, train avg acc: 0.628888
Test 87, loss: 1.920397, test acc: 0.736629, test avg acc: 0.662878
Train 88, loss: 2.000263, train acc: 0.718343, train avg acc: 0.630477
Test 88, loss: 1.845565, test acc: 0.784846, test avg acc: 0.712535
Train 89, loss: 1.998931, train acc: 0.721702, train avg acc: 0.631747
Test 89, loss: 1.853111, test acc: 0.782415, test avg acc: 0.690843
Train 90, loss: 2.000809, train acc: 0.719564, train avg acc: 0.621205
Test 90, loss: 1.836707, test acc: 0.779579, test avg acc: 0.698721
Train 91, loss: 1.991860, train acc: 0.722618, train avg acc: 0.627751
Test 91, loss: 1.858724, test acc: 0.777958, test avg acc: 0.666297
Train 92, loss: 2.003319, train acc: 0.716002, train avg acc: 0.619393
Test 92, loss: 1.881933, test acc: 0.750810, test avg acc: 0.682779
Train 93, loss: 1.988822, train acc: 0.722414, train avg acc: 0.626864
Test 93, loss: 1.866975, test acc: 0.777553, test avg acc: 0.702802
Train 94, loss: 1.998459, train acc: 0.718954, train avg acc: 0.621329
Test 94, loss: 1.850845, test acc: 0.785656, test avg acc: 0.695477
Train 95, loss: 1.971774, train acc: 0.736767, train avg acc: 0.644411
Test 95, loss: 1.777673, test acc: 0.810778, test avg acc: 0.728692
Train 96, loss: 1.984846, train acc: 0.726283, train avg acc: 0.632327
Test 96, loss: 1.811363, test acc: 0.790519, test avg acc: 0.710797
Train 97, loss: 1.971897, train acc: 0.732695, train avg acc: 0.643473
Test 97, loss: 1.878058, test acc: 0.751621, test avg acc: 0.689808
Train 98, loss: 1.955904, train acc: 0.740839, train avg acc: 0.651724
Test 98, loss: 1.901786, test acc: 0.754052, test avg acc: 0.677314
Train 99, loss: 1.958794, train acc: 0.734833, train avg acc: 0.641709
Test 99, loss: 1.865729, test acc: 0.761345, test avg acc: 0.717814
Train 100, loss: 1.967731, train acc: 0.738192, train avg acc: 0.652424
Test 100, loss: 1.868915, test acc: 0.780389, test avg acc: 0.692483
Train 101, loss: 1.966153, train acc: 0.731169, train avg acc: 0.638008
Test 101, loss: 1.836266, test acc: 0.778363, test avg acc: 0.689384
Train 102, loss: 1.963540, train acc: 0.734426, train avg acc: 0.640178
Test 102, loss: 1.796927, test acc: 0.800243, test avg acc: 0.728093
Train 103, loss: 1.965379, train acc: 0.740126, train avg acc: 0.655058
Test 103, loss: 1.860354, test acc: 0.763371, test avg acc: 0.706837
Train 104, loss: 1.957648, train acc: 0.743587, train avg acc: 0.654180
Test 104, loss: 1.883767, test acc: 0.775932, test avg acc: 0.677116
Train 105, loss: 1.953154, train acc: 0.739414, train avg acc: 0.652118
Test 105, loss: 1.836363, test acc: 0.786872, test avg acc: 0.716064
Train 106, loss: 1.939742, train acc: 0.749084, train avg acc: 0.658506
Test 106, loss: 1.848468, test acc: 0.778768, test avg acc: 0.700715
Train 107, loss: 1.942943, train acc: 0.744300, train avg acc: 0.655083
Test 107, loss: 1.831356, test acc: 0.782415, test avg acc: 0.701558
Train 108, loss: 1.933303, train acc: 0.750204, train avg acc: 0.663900
Test 108, loss: 1.836337, test acc: 0.776337, test avg acc: 0.715622
Train 109, loss: 1.925996, train acc: 0.751018, train avg acc: 0.669506
Test 109, loss: 1.866067, test acc: 0.768639, test avg acc: 0.722628
Train 110, loss: 1.932699, train acc: 0.745318, train avg acc: 0.657426
Test 110, loss: 1.808748, test acc: 0.797002, test avg acc: 0.715285
Train 111, loss: 1.931157, train acc: 0.753054, train avg acc: 0.668877
Test 111, loss: 1.826829, test acc: 0.784846, test avg acc: 0.704762
Train 112, loss: 1.924937, train acc: 0.757431, train avg acc: 0.675488
Test 112, loss: 1.910548, test acc: 0.732172, test avg acc: 0.662791
Train 113, loss: 1.928827, train acc: 0.751934, train avg acc: 0.665763
Test 113, loss: 1.794097, test acc: 0.796191, test avg acc: 0.716622
Train 114, loss: 1.916351, train acc: 0.757125, train avg acc: 0.675683
Test 114, loss: 1.789175, test acc: 0.807942, test avg acc: 0.731233
Train 115, loss: 1.915026, train acc: 0.762520, train avg acc: 0.680612
Test 115, loss: 1.826339, test acc: 0.790924, test avg acc: 0.703244
Train 116, loss: 1.908879, train acc: 0.759976, train avg acc: 0.677543
Test 116, loss: 1.812978, test acc: 0.806321, test avg acc: 0.718145
Train 117, loss: 1.914096, train acc: 0.762317, train avg acc: 0.677334
Test 117, loss: 1.800049, test acc: 0.796596, test avg acc: 0.738564
Train 118, loss: 1.903914, train acc: 0.761401, train avg acc: 0.678512
Test 118, loss: 1.787735, test acc: 0.799433, test avg acc: 0.736622
Train 119, loss: 1.900265, train acc: 0.762928, train avg acc: 0.684334
Test 119, loss: 1.859864, test acc: 0.757293, test avg acc: 0.689564
Train 120, loss: 1.903256, train acc: 0.766999, train avg acc: 0.687102
Test 120, loss: 1.789657, test acc: 0.797407, test avg acc: 0.728547
Train 121, loss: 1.887085, train acc: 0.773717, train avg acc: 0.691298
Test 121, loss: 1.758856, test acc: 0.814830, test avg acc: 0.753453
Train 122, loss: 1.887009, train acc: 0.769340, train avg acc: 0.687965
Test 122, loss: 1.802121, test acc: 0.802674, test avg acc: 0.729622
Train 123, loss: 1.884840, train acc: 0.774634, train avg acc: 0.694686
Test 123, loss: 1.776935, test acc: 0.809157, test avg acc: 0.750349
Train 124, loss: 1.879591, train acc: 0.774735, train avg acc: 0.693506
Test 124, loss: 1.885651, test acc: 0.748379, test avg acc: 0.694669
Train 125, loss: 1.882849, train acc: 0.769035, train avg acc: 0.686418
Test 125, loss: 1.776022, test acc: 0.810373, test avg acc: 0.759064
Train 126, loss: 1.886735, train acc: 0.769748, train avg acc: 0.685766
Test 126, loss: 1.744586, test acc: 0.828606, test avg acc: 0.756209
Train 127, loss: 1.876832, train acc: 0.778603, train avg acc: 0.702989
Test 127, loss: 1.744969, test acc: 0.827796, test avg acc: 0.749890
Train 128, loss: 1.879635, train acc: 0.770460, train avg acc: 0.687344
Test 128, loss: 1.799867, test acc: 0.794571, test avg acc: 0.739517
Train 129, loss: 1.876372, train acc: 0.773005, train avg acc: 0.696312
Test 129, loss: 1.762383, test acc: 0.816856, test avg acc: 0.731151
Train 130, loss: 1.860818, train acc: 0.781861, train avg acc: 0.704469
Test 130, loss: 1.862793, test acc: 0.763776, test avg acc: 0.696465
Train 131, loss: 1.862480, train acc: 0.780232, train avg acc: 0.701897
Test 131, loss: 1.734123, test acc: 0.822123, test avg acc: 0.765599
Train 132, loss: 1.860604, train acc: 0.786849, train avg acc: 0.711871
Test 132, loss: 1.776314, test acc: 0.797407, test avg acc: 0.730727
Train 133, loss: 1.863403, train acc: 0.783591, train avg acc: 0.705992
Test 133, loss: 1.747025, test acc: 0.816451, test avg acc: 0.756302
Train 134, loss: 1.856102, train acc: 0.784914, train avg acc: 0.706379
Test 134, loss: 1.780318, test acc: 0.818476, test avg acc: 0.775465
Train 135, loss: 1.850181, train acc: 0.787357, train avg acc: 0.708533
Test 135, loss: 1.714890, test acc: 0.831442, test avg acc: 0.780942
Train 136, loss: 1.858365, train acc: 0.780130, train avg acc: 0.702426
Test 136, loss: 1.831021, test acc: 0.768639, test avg acc: 0.707977
Train 137, loss: 1.845948, train acc: 0.785627, train avg acc: 0.709117
Test 137, loss: 1.722222, test acc: 0.834279, test avg acc: 0.764459
Train 138, loss: 1.846814, train acc: 0.789088, train avg acc: 0.713809
Test 138, loss: 1.740606, test acc: 0.823339, test avg acc: 0.774110
Train 139, loss: 1.841531, train acc: 0.791938, train avg acc: 0.716692
Test 139, loss: 1.719394, test acc: 0.825770, test avg acc: 0.768395
Train 140, loss: 1.837908, train acc: 0.791022, train avg acc: 0.714017
Test 140, loss: 1.698635, test acc: 0.842382, test avg acc: 0.782390
Train 141, loss: 1.839307, train acc: 0.790411, train avg acc: 0.710673
Test 141, loss: 1.701784, test acc: 0.849271, test avg acc: 0.777134
Train 142, loss: 1.830924, train acc: 0.799369, train avg acc: 0.720209
Test 142, loss: 1.788989, test acc: 0.797002, test avg acc: 0.748919
Train 143, loss: 1.823616, train acc: 0.800998, train avg acc: 0.728355
Test 143, loss: 1.732971, test acc: 0.824554, test avg acc: 0.753977
Train 144, loss: 1.832602, train acc: 0.791735, train avg acc: 0.720295
Test 144, loss: 1.720665, test acc: 0.823339, test avg acc: 0.769372
Train 145, loss: 1.823418, train acc: 0.799980, train avg acc: 0.723494
Test 145, loss: 1.684422, test acc: 0.845624, test avg acc: 0.785878
Train 146, loss: 1.819224, train acc: 0.799165, train avg acc: 0.723530
Test 146, loss: 1.721263, test acc: 0.824554, test avg acc: 0.768180
Train 147, loss: 1.812921, train acc: 0.805782, train avg acc: 0.729943
Test 147, loss: 1.701866, test acc: 0.838331, test avg acc: 0.793279
Train 148, loss: 1.820826, train acc: 0.799572, train avg acc: 0.725769
Test 148, loss: 1.703223, test acc: 0.833874, test avg acc: 0.769134
Train 149, loss: 1.813962, train acc: 0.803033, train avg acc: 0.733992
Test 149, loss: 1.720953, test acc: 0.827796, test avg acc: 0.768250
Train 150, loss: 1.814266, train acc: 0.800183, train avg acc: 0.725809
Test 150, loss: 1.685756, test acc: 0.843193, test avg acc: 0.781913
Train 151, loss: 1.805454, train acc: 0.802117, train avg acc: 0.731997
Test 151, loss: 1.711602, test acc: 0.835089, test avg acc: 0.786587
Train 152, loss: 1.807794, train acc: 0.800590, train avg acc: 0.725982
Test 152, loss: 1.706292, test acc: 0.839546, test avg acc: 0.781686
Train 153, loss: 1.807507, train acc: 0.805578, train avg acc: 0.733560
Test 153, loss: 1.683530, test acc: 0.835494, test avg acc: 0.766326
Train 154, loss: 1.792422, train acc: 0.814129, train avg acc: 0.745689
Test 154, loss: 1.678900, test acc: 0.841572, test avg acc: 0.781791
Train 155, loss: 1.793090, train acc: 0.810668, train avg acc: 0.740441
Test 155, loss: 1.689334, test acc: 0.846434, test avg acc: 0.777378
Train 156, loss: 1.790465, train acc: 0.816775, train avg acc: 0.743794
Test 156, loss: 1.692562, test acc: 0.829417, test avg acc: 0.758878
Train 157, loss: 1.785795, train acc: 0.816266, train avg acc: 0.746259
